input	translation
GSU3159	coenzyme A diphosphatase activity
GSU3160	"catalytic activity, acting on RNA"
GSU3160	pseudouridine synthase activity
GSU3160	RNA binding
GSU3161	L-methionine-(S)-S-oxide reductase activity
GSU3161	peptide-methionine (S)-S-oxide reductase activity
GSU3162	L-allo-threonine aldolase activity
GSU3163	electron transfer activity
GSU3168	3-oxoacyl-[acyl-carrier-protein] synthase activity
GSU3171	"hydrolase activity, acting on ester bonds"
GSU3176	lytic endotransglycosylase activity
GSU3181	acyltransferase activity
GSU3184	hydrolase activity
GSU3187	electron transfer activity
GSU3187	iron ion binding
GSU3187	iron-sulfur cluster binding
GSU3188	electron transfer activity
GSU3188	iron ion binding
GSU3190	protein transmembrane transporter activity
GSU3192	protein self-association
GSU3192	unfolded protein binding
GSU3194	ATP binding
GSU3194	magnesium ion binding
GSU3194	thiamine-phosphate kinase activity
GSU3195	protein-glutamate O-methyltransferase activity
GSU3199	phosphorelay sensor kinase activity
GSU3200	hydrolase activity
GSU3201	protein-glutamine glutaminase activity
GSU3204	nucleotide binding
GSU3205	"4 iron, 4 sulfur cluster binding"
GSU3205	aspartic acid methylthiotransferase activity
GSU3205	metal ion binding
GSU3205	protein methylthiotransferase activity
GSU3206	zinc ion binding
GSU3207	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
GSU3207	manganese ion binding
GSU3208	rRNA (pseudouridine-N3-)-methyltransferase activity
GSU3209	ribosomal large subunit binding
GSU3210	ATP binding
GSU3210	nicotinamide-nucleotide adenylyltransferase activity
GSU3210	nicotinate-nucleotide adenylyltransferase activity
GSU3211	glutamate-5-semialdehyde dehydrogenase activity
GSU3211	NADP binding
GSU3212	ATP binding
GSU3212	glutamate 5-kinase activity
GSU3212	RNA binding
GSU3213	GTP binding
GSU3213	GTPase activity
GSU3213	magnesium ion binding
GSU3216	kinase activity
GSU3217	ATP binding
GSU3217	ATP hydrolysis activity
GSU3217	sequence-specific DNA binding
GSU3219	serine-type endopeptidase activity
GSU3223	oxidoreductase activity
GSU3226	oxidoreductase activity
GSU3229	DNA binding
GSU3230	"4 iron, 4 sulfur cluster binding"
GSU3230	phosphorelay sensor kinase activity
GSU3230	protein dimerization activity
GSU3235	structural constituent of ribosome
GSU3236	rRNA binding
GSU3236	structural constituent of ribosome
GSU3238	"2 iron, 2 sulfur cluster binding"
GSU3238	metal ion binding
GSU3239	metal ion binding
GSU3239	RNA binding
GSU3239	RNA nuclease activity
GSU3240	catalytic activity
GSU3240	iron-sulfur cluster binding
GSU3245	DNA binding
GSU3245	DNA-directed DNA polymerase activity
GSU3245	nucleotide binding
GSU3246	thioredoxin peroxidase activity
GSU3250	ATP binding
GSU3250	poly(A) RNA polymerase activity
GSU3250	RNA binding
GSU3252	phosphorelay sensor kinase activity
GSU3254	intramolecular phosphotransferase activity
GSU3254	nucleotidyltransferase activity
GSU3255	hydrolase activity
GSU3256	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
GSU3256	zinc ion binding
GSU3257	"alpha-1,4-glucan synthase activity"
GSU3257	glycogen (starch) synthase activity
GSU3257	starch synthase activity
GSU3259	electron transfer activity
GSU3259	metal ion binding
GSU3260	alanine-glyoxylate transaminase activity
GSU3260	serine-pyruvate transaminase activity
GSU3262	ATP binding
GSU3262	ATP hydrolysis activity
GSU3262	DNA binding
GSU3262	excinuclease ABC activity
GSU3263	cyclic-di-GMP binding
GSU3264	transmembrane transporter activity
GSU3265	"4 iron, 4 sulfur cluster binding"
GSU3265	heme binding
GSU3265	metal ion binding
GSU3265	oxidoreductase activity
GSU3266	3'-5' DNA helicase activity
GSU3266	ATP binding
GSU3266	ATP hydrolysis activity
GSU3266	DNA binding
GSU3268	ferrous iron transmembrane transporter activity
GSU3268	GTP binding
GSU3268	metal ion binding
GSU3269	transition metal ion binding
GSU3270	transition metal ion binding
GSU3271	porin activity
GSU3274	electron transfer activity
GSU3274	heme binding
GSU3274	metal ion binding
GSU3279	DNA binding
GSU3279	excinuclease ABC activity
GSU3280	antioxidant activity
GSU3280	oxidoreductase activity
GSU3281	protein-disulfide reductase activity
GSU3282	ferrochelatase activity
GSU3282	precorrin-2 dehydrogenase activity
GSU3283	heme binding
GSU3283	heme transmembrane transporter activity
GSU3284	glutamyl-tRNA reductase activity
GSU3284	NADP binding
GSU3285	hydroxymethylbilane synthase activity
GSU3286	uroporphyrin-III C-methyltransferase activity
GSU3286	uroporphyrinogen-III synthase activity
GSU3287	DNA nuclease activity
GSU3287	metal ion binding
GSU3288	tRNA threonylcarbamoyladenosine dehydratase
GSU3288	ubiquitin-like modifier activating enzyme activity
GSU3289	metal ion binding
GSU3289	oxidoreductase activity
GSU3291	diphosphate hydrolysis-driven proton transmembrane transporter activity
GSU3291	inorganic diphosphate phosphatase activity
GSU3291	magnesium ion binding
GSU3292	DNA-binding transcription factor activity
GSU3292	transcription cis-regulatory region binding
GSU3292	zinc ion binding
GSU3293	metal ion binding
GSU3293	oxidoreductase activity
GSU3294	electron transfer activity
GSU3294	FMN binding
GSU3294	metal ion binding
GSU3295	lactate racemase activity
GSU3296	catalytic activity
GSU3296	FAD binding
GSU3297	"4 iron, 4 sulfur cluster binding"
GSU3297	metal ion binding
GSU3298	DNA binding
GSU3298	DNA-binding transcription factor activity
GSU3299	propionyl-CoA carboxylase activity
GSU3300	ATP binding
GSU3300	ligase activity
GSU3300	metal ion binding
GSU3301	ATP binding
GSU3301	thymidylate kinase activity
GSU3302	cobalamin binding
GSU3302	methylmalonyl-CoA mutase activity
GSU3303	lactoylglutathione lyase activity
GSU3303	metal ion binding
GSU3303	methylmalonyl-CoA epimerase activity
GSU3308	adenylosuccinate synthase activity
GSU3308	GTP binding
GSU3308	magnesium ion binding
GSU3309	ATP binding
GSU3309	ATP hydrolysis activity
GSU3311	heme binding
GSU3311	metal ion binding
GSU3311	oxygen binding
GSU3312	ferrochelatase activity
GSU3312	metal ion binding
GSU3313	"acyltransferase activity, transferring groups other than amino-acyl groups"
GSU3315	transmembrane transporter activity
GSU3319	peptidyl-prolyl cis-trans isomerase activity
GSU3320	protein methyltransferase activity
GSU3320	S-adenosylmethionine-dependent methyltransferase activity
GSU3321	magnesium ion binding
GSU3321	phosphoglucomutase activity
GSU3323	ATP binding
GSU3323	metal ion binding
GSU3323	polyphosphate kinase activity
GSU3324	DNA binding
GSU3329	catalytic activity
GSU3329	iron-sulfur cluster binding
GSU3329	metal ion binding
GSU3330	FMN binding
GSU3330	oxidoreductase activity
GSU3331	ATP binding
GSU3331	kinase activity
GSU3331	magnesium ion binding
GSU3331	potassium ion binding
GSU3331	pyruvate kinase activity
GSU3333	aldehyde-lyase activity
GSU3334	electron transfer activity
GSU3334	heme binding
GSU3334	metal ion binding
GSU3339	ATP binding
GSU3339	metal ion binding
GSU3339	protein folding chaperone
GSU3339	protein-folding chaperone binding
GSU3339	unfolded protein binding
GSU3340	ATP binding
GSU3340	ATP-dependent protein folding chaperone
GSU3340	isomerase activity
GSU3340	unfolded protein binding
GSU3341	protein kinase activity
GSU3344	protein kinase activity
GSU3346	potassium ion transmembrane transporter activity
GSU3346	symporter activity
GSU3348	protein folding chaperone
GSU3348	unfolded protein binding
GSU3349	arylformamidase activity
GSU3350	phosphorelay sensor kinase activity
GSU3353	"catalytic activity, acting on RNA"
GSU3353	pseudouridine synthase activity
GSU3353	RNA binding
GSU3354	ADP-sugar diphosphatase activity
GSU3356	diguanylate cyclase activity
GSU3357	phosphorelay response regulator activity
GSU3357	phosphorelay sensor kinase activity
GSU3357	protein kinase activator activity
GSU3360	metal ion binding
GSU3360	metalloendopeptidase activity
GSU3363	"4 iron, 4 sulfur cluster binding"
GSU3363	ATP binding
GSU3363	ATP hydrolysis activity
GSU3363	metal ion binding
GSU3363	sequence-specific DNA binding
GSU3364	DNA-binding transcription repressor activity
GSU3364	transcription cis-regulatory region binding
GSU3365	ATP binding
GSU3365	cysteine-tRNA ligase activity
GSU3365	zinc ion binding
GSU3366	ATP binding
GSU3366	glutamine-tRNA ligase activity
GSU3367	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity"
GSU3367	metal ion binding
GSU3368	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
GSU3369	L-seryl-tRNA(Sec) selenium transferase activity
GSU3370	DNA binding
GSU3370	DNA-binding transcription factor activity
GSU3371	DNA binding
GSU3371	DNA-(apurinic or apyrimidinic site) endonuclease activity
GSU3371	endonuclease activity
GSU3371	isomerase activity
GSU3371	phosphoric diester hydrolase activity
GSU3371	zinc ion binding
GSU3372	cardiolipin synthase activity
GSU3373	RNA binding
GSU3373	rRNA methyltransferase activity
GSU3374	D-ribulose-phosphate 3-epimerase activity
GSU3374	metal ion binding
GSU3375	coenzyme A diphosphatase activity
GSU3376	diguanylate cyclase activity
GSU3377	endonuclease activity
GSU3378	[glutamate-ammonia-ligase] adenylyltransferase activity
GSU3378	ATP binding
GSU3378	ligase activity
GSU3379	S-methyl-5-thioribose-1-phosphate isomerase activity
GSU3380	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity
GSU3380	ATP binding
GSU3380	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GSU3381	ATP binding
GSU3381	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GSU3383	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity
GSU3383	ATP binding
GSU3383	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GSU3384	catalytic activity
GSU3385	GTP binding
GSU3385	manganese ion binding
GSU3385	phosphoenolpyruvate carboxykinase (GTP) activity
GSU3387	DNA binding
GSU3387	DNA-binding transcription factor activity
GSU3387	sequence-specific DNA binding
GSU3391	ATP binding
GSU3391	ATP hydrolysis activity
GSU3391	branched-chain amino acid transmembrane transporter activity
GSU3392	ATP binding
GSU3392	ATP hydrolysis activity
GSU3392	L-isoleucine transmembrane transporter activity
GSU3392	L-phenylalanine transmembrane transporter activity
GSU3392	L-valine transmembrane transporter activity
GSU3393	branched-chain amino acid transmembrane transporter activity
GSU3394	L-isoleucine transmembrane transporter activity
GSU3394	L-leucine transmembrane transporter activity
GSU3394	L-phenylalanine transmembrane transporter activity
GSU3394	L-valine transmembrane transporter activity
GSU3395	1-pyrroline-5-carboxylate dehydrogenase activity
GSU3395	DNA-binding transcription factor activity
GSU3395	nucleotide binding
GSU3395	proline dehydrogenase activity
GSU3396	DNA binding
GSU3396	DNA-binding transcription factor activity
GSU3398	efflux transmembrane transporter activity
GSU3398	transmembrane transporter activity
GSU3399	transition metal ion binding
GSU3399	transmembrane transporter activity
GSU3400	monoatomic cation transmembrane transporter activity
GSU3400	xenobiotic transmembrane transporter activity
GSU3404	ABC-type amino acid transporter activity
GSU3404	ATP binding
GSU3404	ATP hydrolysis activity
GSU3405	transmembrane transporter activity
GSU3406	ligand-gated monoatomic ion channel activity
GSU3408	L-allo-threonine aldolase activity
GSU3411	3'-5' DNA helicase activity
GSU3411	ATP binding
GSU3411	ATP hydrolysis activity
GSU3411	DNA binding
GSU3415	catalytic activity
GSU3415	cobalamin binding
GSU3415	iron-sulfur cluster binding
GSU3415	metal ion binding
GSU3417	carotenoid dioxygenase activity
GSU3417	metal ion binding
GSU3418	ATP binding
GSU3418	ATP hydrolysis activity
GSU3418	sequence-specific DNA binding
GSU3419	phosphorelay sensor kinase activity
GSU3420	acyltransferase activity
GSU3421	DNA binding
GSU3421	DNA-binding transcription factor activity
GSU3422	tRNA-uridine aminocarboxypropyltransferase activity
GSU3423	metal ion binding
GSU3423	transketolase activity
GSU3424	flavin adenine dinucleotide binding
GSU3424	mercury (II) reductase activity
GSU3424	mercury ion binding
GSU3424	NADP binding
GSU3424	"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
GSU3429	NADH dehydrogenase (ubiquinone) activity
GSU3429	quinone binding
GSU3430	NADH dehydrogenase (ubiquinone) activity
GSU3430	ubiquinone binding
GSU3431	NADH dehydrogenase (ubiquinone) activity
GSU3431	NADH dehydrogenase activity
GSU3433	NADH dehydrogenase (ubiquinone) activity
GSU3433	quinone binding
GSU3437	phosphorelay response regulator activity
GSU3437	phosphorelay sensor kinase activity
GSU3437	protein kinase activator activity
GSU3438	hydrolase activity
GSU3439	"2 iron, 2 sulfur cluster binding"
GSU3439	"4 iron, 4 sulfur cluster binding"
GSU3439	metal ion binding
GSU3439	NADH dehydrogenase (ubiquinone) activity
GSU3439	quinone binding
GSU3443	"2 iron, 2 sulfur cluster binding"
GSU3443	metal ion binding
GSU3443	oxidoreductase activity
GSU3444	"4 iron, 4 sulfur cluster binding"
GSU3444	iron ion binding
GSU3444	NAD binding
GSU3444	NADH dehydrogenase (ubiquinone) activity
GSU3444	quinone binding
GSU3445	NADH dehydrogenase (ubiquinone) activity
GSU3445	quinone binding
GSU3446	protein-disulfide reductase activity
GSU3447	thioredoxin peroxidase activity
GSU3448	acetate kinase activity
GSU3448	ATP binding
GSU3448	magnesium ion binding
GSU3449	electron transfer activity
GSU3449	iron ion binding
GSU3449	iron-sulfur cluster binding
GSU3450	"3 iron, 4 sulfur cluster binding"
GSU3450	glutamate synthase activity
GSU3450	metal ion binding
GSU3451	hydrolase activity
GSU3453	uroporphyrinogen decarboxylase activity
GSU3454	catalytic activity
GSU3454	iron-sulfur cluster binding
GSU3454	metal ion binding
GSU3455	ABC-type transporter activity
GSU3461	fatty acyl-CoA hydrolase activity
GSU3463	rRNA (guanine-N7-)-methyltransferase activity
GSU3464	flavin adenine dinucleotide binding
GSU3465	GTP binding
GSU3465	GTPase activity
GSU3465	metal ion binding
GSU3466	membrane insertase activity
GSU3468	3'-tRNA processing endoribonuclease activity
GSU3468	ribonuclease P activity
GSU3468	tRNA binding
GSU3469	structural constituent of ribosome
GSU3484	ATP binding
GSU3484	ATP hydrolysis activity
GSU3484	transmembrane transporter activity
GSU3485	transmembrane transporter activity
GSU3518	phosphorelay sensor kinase activity
GSU3519	nucleic acid binding
GSU3542	hexosyltransferase activity
GSU3543	O-acyltransferase activity
GSU3545	S-adenosylmethionine-dependent methyltransferase activity
GSU3605	phosphorelay response regulator activity
GSU3605	protein-glutamate methylesterase activity
GSU3608	ATP binding
GSU3608	ATP hydrolysis activity
GSU3609	ATP binding
GSU3609	ATP hydrolysis activity
GSU3611	structural constituent of ribosome
GSU3612	rRNA binding
GSU3612	structural constituent of ribosome
GSU3612	tRNA binding
GSU3620	electron transfer activity
GSU3624	iron ion binding
GSU3627	triose-phosphate isomerase activity
GSU3628	ADP binding
GSU3628	ATP binding
GSU3628	phosphoglycerate kinase activity
